LMSD Examples,LM_ID,Common Name,Systematic Name,Main Class,Sub Class,Mass,Formula,m/z,RT [min]
/resources/tools/chemdb_ontology?abbrev=FA 18:3;O,LMFA01050307,Agonandric acid,8-hydroxy-11E-octadecen-9-ynoic acid,Fatty Acids and Conjugates [FA01],Hydroxy fatty acids [FA0105],294.22,C18H30O3,293.21247,5.644
/resources/tools/chemdb_ontology?abbrev=FA 18:3;O,LMFA01060226,"(E)-7,9-diene-11-carbonyl stearic acid","11-oxo-(7E,9E)-octdecadienoic acid",Fatty Acids and Conjugates [FA01],Oxo fatty acids [FA0106],294.22,C18H30O3,293.21247,5.644
/resources/tools/chemdb_ontology?abbrev=FA 18:3;O,LMFA01060231,Macaene,"N-(9-oxo-10Z,12Z)-octadecadienoic acid",Fatty Acids and Conjugates [FA01],Oxo fatty acids [FA0106],294.22,C18H30O3,293.21247,5.644
/resources/tools/chemdb_ontology?abbrev=FA 18:3;O,LMFA01070028,"9,10-Epoxy-12-octadecynoic acid","9,10-Epoxy-octadec-12-ynoic acid",Fatty Acids and Conjugates [FA01],Epoxy fatty acids [FA0107],294.22,C18H30O3,293.21247,5.644
/resources/tools/chemdb_ontology?abbrev=FA 18:3;O,LMFA01070036,"9S,10R-epoxy-octadec-12-ynoic acid","9S,10R-epoxy-12-octadecynoic acid",Fatty Acids and Conjugates [FA01],Epoxy fatty acids [FA0107],294.22,C18H30O3,293.21247,5.644
/resources/tools/chemdb_ontology?abbrev=FA 18:3;O,LMFA01140048,Ketochaulmoogric acid,13-(1-Cyclopentenyl)-3-oxo-tridecanoic acid,Fatty Acids and Conjugates [FA01],Carbocyclic fatty acids [FA0114],294.22,C18H30O3,293.21247,5.644
/resources/tools/chemdb_ontology?abbrev=FA 18:3;O,LMFA01150043,10-(5-butylfuran-2-yl)-decanoic acid,5-butyl-2-furandecanoic acid,Fatty Acids and Conjugates [FA01],Heterocyclic fatty acids [FA0115],294.22,C18H30O3,293.21247,5.644
/resources/tools/chemdb_ontology?abbrev=FA 18:3;O,LMFA01150058,3-methyl-5-pentyl-2-furanoctanoic acid,8-(3-methyl-5-pentylfuran-2-yl)octanoic acid,Fatty Acids and Conjugates [FA01],Heterocyclic fatty acids [FA0115],294.22,C18H30O3,293.21247,5.644
/resources/tools/chemdb_ontology?abbrev=FA 18:3;O,LMFA01150041,5-heptylfuran-2-yl-heptanoic acid,7-(5-heptylfuran-2-yl)-heptanoic acid,Fatty Acids and Conjugates [FA01],Heterocyclic fatty acids [FA0115],294.22,C18H30O3,293.21247,5.644
/resources/tools/chemdb_ontology?abbrev=FA 18:3;O,LMFA01150027,"7-(3,4-dimethyl-5-pentylfuran-2-yl)-heptanoic acid","7-(5-pentyl-3,4-dimethylfuran-2-yl)-heptanoic acid",Fatty Acids and Conjugates [FA01],Heterocyclic fatty acids [FA0115],294.22,C18H30O3,293.21247,5.644
/resources/tools/chemdb_ontology?abbrev=FA 18:3;O,LMFA01150009,"9-(3,4-dimethyl-5-propylfuran-2-yl)-nonanoic acid","9-(5-propyl-3,4-dimethylfuran-2-yl)-nonanoic acid",Fatty Acids and Conjugates [FA01],Heterocyclic fatty acids [FA0115],294.22,C18H30O3,293.21247,5.644
/resources/tools/chemdb_ontology?abbrev=FA 18:3;O,LMFA01150042,9-(5-pentylfuran-2-yl)-nonanoic acid,5-pentyl-2-furannonanoic acid,Fatty Acids and Conjugates [FA01],Heterocyclic fatty acids [FA0115],294.22,C18H30O3,293.21247,5.644
/resources/tools/chemdb_ontology?abbrev=FA 18:3;O,LMFA01150001,Furocarpic acid,8-(5-hexyl-furan-2-yl)-octanoic acid,Fatty Acids and Conjugates [FA01],Heterocyclic fatty acids [FA0115],294.22,C18H30O3,293.21247,5.644
/resources/tools/chemdb_ontology?abbrev=FA 18:3;O,LMFA02000306,"9,10-epoxy-3E,12Z-Octadecadienoic acid","9,10-epoxy-3E,12Z-Octadecadienoic acid",Octadecanoids [FA02],Other Octadecanoids [FA0200],294.22,C18H30O3,293.21247,5.644
/resources/tools/chemdb_ontology?abbrev=FA 18:3;O,LMFA02000467,10-HOTrE,"10-hydroxy-8E,12Z,15Z-octadecatrienoic acid",Octadecanoids [FA02],Other Octadecanoids [FA0200],294.22,C18H30O3,293.21247,5.644
/resources/tools/chemdb_ontology?abbrev=FA 18:3;O,LMFA02000431,"11(E),15(Z)-10-oxo-ODE","10-oxooctadeca-11E,15Z-dienoic acid",Octadecanoids [FA02],Other Octadecanoids [FA0200],294.22,C18H30O3,293.21247,5.644
/resources/tools/chemdb_ontology?abbrev=FA 18:3;O,LMFA02000433,"12(Z),15(Z)-10-oxo-ODE","10-oxooctadeca-12Z,15Z-dienoic acid",Octadecanoids [FA02],Other Octadecanoids [FA0200],294.22,C18H30O3,293.21247,5.644
/resources/tools/chemdb_ontology?abbrev=FA 18:3;O,LMFA02000281,"12,13S-EpODE","12,13S-epoxy-9Z,11-octadecadienoic acid",Octadecanoids [FA02],Other Octadecanoids [FA0200],294.22,C18H30O3,293.21247,5.644
/resources/tools/chemdb_ontology?abbrev=FA 18:3;O,LMFA02000471,12-HOTrE,"12-hydroxy-9Z,13E,15Z-octadecatrienoic acid",Octadecanoids [FA02],Other Octadecanoids [FA0200],294.22,C18H30O3,293.21247,5.644
/resources/tools/chemdb_ontology?abbrev=FA 18:3;O,LMFA02000272,12-oxo-9-octadecynoic acid,12-oxo-9-octadecynoic acid,Octadecanoids [FA02],Other Octadecanoids [FA0200],294.22,C18H30O3,293.21247,5.644
/resources/tools/chemdb_ontology?abbrev=FA 18:3;O,LMFA02000321,"12R,13S-epoxy-6E,9Z-octadecadienoic acid","12R,13S-epoxy-6E,9Z-octadecadienoic acid",Octadecanoids [FA02],Other Octadecanoids [FA0200],294.22,C18H30O3,293.21247,5.644
/resources/tools/chemdb_ontology?abbrev=FA 18:3;O,LMFA02000322,"12R,13S-epoxy-6Z,9Z-octadecadienoic acid","12R,13S-epoxy-6Z,9Z-octadecadienoic acid",Octadecanoids [FA02],Other Octadecanoids [FA0200],294.22,C18H30O3,293.21247,5.644
/resources/tools/chemdb_ontology?abbrev=FA 18:3;O,LMFA02000029,13-HOTrE,"13-OH-9Z,11E,15Z-octadecatrienoic acid",Octadecanoids [FA02],Other Octadecanoids [FA0200],294.22,C18H30O3,293.21247,5.644
/resources/tools/chemdb_ontology?abbrev=FA 18:3;O,LMFA02000301,"13-Hydroxy-3E,9Z,11E-octadecatrienoic acid","13-Hydroxy-3E,9Z,11E-octadecatrienoic acid",Octadecanoids [FA02],Other Octadecanoids [FA0200],294.22,C18H30O3,293.21247,5.644
/resources/tools/chemdb_ontology?abbrev=FA 18:3;O,LMFA02000016,13-Oxo-ODE,"13-keto-9Z,11E-octadecadienoic acid",Octadecanoids [FA02],Other Octadecanoids [FA0200],294.22,C18H30O3,293.21247,5.644
/resources/tools/chemdb_ontology?abbrev=FA 18:3;O,LMFA02000252,13-OxoODE,"13-oxo-9,11-octadecadienoic acid",Octadecanoids [FA02],Other Octadecanoids [FA0200],294.22,C18H30O3,293.21247,5.644
/resources/tools/chemdb_ontology?abbrev=FA 18:3;O,LMFA02000051,13S-HOTrE,"13S-hydroxy-9Z,11E,15Z-octadecatrienoic acid",Octadecanoids [FA02],Other Octadecanoids [FA0200],294.22,C18H30O3,293.21247,5.644
/resources/tools/chemdb_ontology?abbrev=FA 18:3;O,LMFA02000173,13S-HOTrE(gamma),"13S-hydroxy-6Z,9Z,11E-octadecatrienoic acid",Octadecanoids [FA02],Other Octadecanoids [FA0200],294.22,C18H30O3,293.21247,5.644
/resources/tools/chemdb_ontology?abbrev=FA 18:3;O,LMFA02000358,13S-hydroxy-11E-octadec-9-ynoic acid,13S-hydroxy-11E-octadec-9-ynoic acid,Octadecanoids [FA02],Other Octadecanoids [FA0200],294.22,C18H30O3,293.21247,5.644
/resources/tools/chemdb_ontology?abbrev=FA 18:3;O,LMFA02000475,15-HOTrE,"15-hydroxy-9Z,12Z,16E-octadecatrienoic acid",Octadecanoids [FA02],Other Octadecanoids [FA0200],294.22,C18H30O3,293.21247,5.644
/resources/tools/chemdb_ontology?abbrev=FA 18:3;O,LMFA02000305,"15R,16S-epoxy-9Z,12E-octadienoic acid","15R,16S-epoxy-9Z,12E-octadienoic acid",Octadecanoids [FA02],Other Octadecanoids [FA0200],294.22,C18H30O3,293.21247,5.644
/resources/tools/chemdb_ontology?abbrev=FA 18:3;O,LMFA02000476,16-HOTrE,"16-hydroxy-9Z,12Z,14E-octadecatrienoic acid",Octadecanoids [FA02],Other Octadecanoids [FA0200],294.22,C18H30O3,293.21247,5.644
/resources/tools/chemdb_ontology?abbrev=FA 18:3;O,LMFA02000478,17-HOTrE,"17-hydroxy-9Z,12Z,15Z-octadecatrienoic acid",Octadecanoids [FA02],Other Octadecanoids [FA0200],294.22,C18H30O3,293.21247,5.644
/resources/tools/chemdb_ontology?abbrev=FA 18:3;O,LMFA02000239,17-hydroxy-linolenic acid,"17-hydroxy-6Z,9Z,12Z-octadecatrienoic acid",Octadecanoids [FA02],Other Octadecanoids [FA0200],294.22,C18H30O3,293.21247,5.644
/resources/tools/chemdb_ontology?abbrev=FA 18:3;O,LMFA02000480,18-HOTrE,"18-hydroxy-9Z,12Z,15Z-octadecatrienoic acid",Octadecanoids [FA02],Other Octadecanoids [FA0200],294.22,C18H30O3,293.21247,5.644
/resources/tools/chemdb_ontology?abbrev=FA 18:3;O,LMFA02000183,2-HOTrE,"2-hydroxy-9Z,12Z,15Z-octadecatrienoic acid",Octadecanoids [FA02],Other Octadecanoids [FA0200],294.22,C18H30O3,293.21247,5.644
/resources/tools/chemdb_ontology?abbrev=FA 18:3;O,LMFA02000033,2R-HOTrE,"2R-hydroxy-9Z,12Z,15Z-octadecatrienoic acid",Octadecanoids [FA02],Other Octadecanoids [FA0200],294.22,C18H30O3,293.21247,5.644
/resources/tools/chemdb_ontology?abbrev=FA 18:3;O,LMFA02000462,5(6)-EpODE,"5,6-Epoxy-9Z,12Z-octadecadienoic acid",Octadecanoids [FA02],Other Octadecanoids [FA0200],294.22,C18H30O3,293.21247,5.644
/resources/tools/chemdb_ontology?abbrev=FA 18:3;O,LMFA02000447,"5(E),9(Z),12(Z)-7-HOTrE","7-hydroxyoctadeca-5E,9Z,12Z-trienoic acid",Octadecanoids [FA02],Other Octadecanoids [FA0200],294.22,C18H30O3,293.21247,5.644
/resources/tools/chemdb_ontology?abbrev=FA 18:3;O,LMFA02000395,5-KODE,"5-oxo-octadeca-6E,8Z-dienoic acid",Octadecanoids [FA02],Other Octadecanoids [FA0200],294.22,C18H30O3,293.21247,5.644
/resources/tools/chemdb_ontology?abbrev=FA 18:3;O,LMFA02000440,"6(Z),10(E),12(Z)-9-HOTrE","9-hydroxyoctadeca-6Z,10E,12Z-trienoic acid",Octadecanoids [FA02],Other Octadecanoids [FA0200],294.22,C18H30O3,293.21247,5.644
/resources/tools/chemdb_ontology?abbrev=FA 18:3;O,LMFA02000445,"6(Z),11(E)-10-oxo-ODE","10-oxooctadeca-6Z,11E-dienoic acid",Octadecanoids [FA02],Other Octadecanoids [FA0200],294.22,C18H30O3,293.21247,5.644
/resources/tools/chemdb_ontology?abbrev=FA 18:3;O,LMFA02000442,"6(Z),12(Z)-10-oxo-ODE","10-oxooctadeca-6Z,12Z-dienoic acid",Octadecanoids [FA02],Other Octadecanoids [FA0200],294.22,C18H30O3,293.21247,5.644
/resources/tools/chemdb_ontology?abbrev=FA 18:3;O,LMFA02000441,"6(Z),8(E),12(Z)-10-HOTrE","10-hydroxyoctadeca-6Z,8E,12Z-trienoic acid",Octadecanoids [FA02],Other Octadecanoids [FA0200],294.22,C18H30O3,293.21247,5.644
/resources/tools/chemdb_ontology?abbrev=FA 18:3;O,LMFA02000422,"6(Z),9(Z),12(Z)-18-HOTrE","18-hydroxyoctadeca-6Z,9Z,12Z-trienoic acid",Octadecanoids [FA02],Other Octadecanoids [FA0200],294.22,C18H30O3,293.21247,5.644
/resources/tools/chemdb_ontology?abbrev=FA 18:3;O,LMFA02000423,"6(Z),9(Z),13(E)-12-HOTrE","12-hydroxyoctadeca-6Z,9Z,13E-trienoic acid",Octadecanoids [FA02],Other Octadecanoids [FA0200],294.22,C18H30O3,293.21247,5.644
/resources/tools/chemdb_ontology?abbrev=FA 18:3;O,LMFA02000425,"6(Z),9(Z)-13-oxo-ODE","13-oxooctadeca-6Z,9Z-dienoic acid",Octadecanoids [FA02],Other Octadecanoids [FA0200],294.22,C18H30O3,293.21247,5.644
/resources/tools/chemdb_ontology?abbrev=FA 16:4,LMFA01031150,"(6Z,10E)-hexadec-6,10-dien-8-ynoic acid","Hexadec-6Z,10E-dien-8-ynoic acid",Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],248.18,C16H24O2,293.17607,4.124
/resources/tools/chemdb_ontology?abbrev=FA 16:4,LMFA01030163,"16:4(4Z,7Z,10Z,13Z)","4Z,7Z,10Z,13Z-hexadecatetraenoic acid",Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],248.18,C16H24O2,293.17607,4.124
/resources/tools/chemdb_ontology?abbrev=FA 16:4,LMFA01030166,"16:4(6,9,12,15)","6,9,12,15-hexadecatetraenoic acid",Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],248.18,C16H24O2,293.17607,4.124
/resources/tools/chemdb_ontology?abbrev=FA 16:4,LMFA01030870,"16:4(6Z,9Z,12Z,15Z)","6Z,9Z,12Z,15Z-hexadecatetraenoic acid",Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],248.18,C16H24O2,293.17607,4.124
/resources/tools/chemdb_ontology?abbrev=FA 16:4,LMFA01031134,"2,6-hexadecadiynoic acid","2,6-hexadeca-diynoic acid",Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],248.18,C16H24O2,293.17607,4.124
/resources/tools/chemdb_ontology?abbrev=FA 16:4,LMFA01030277,"2E,6Z,8Z,12E-hexadecatetraenoic acid","2E,6Z,8Z,12E-hexadecatetraenoic acid",Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],248.18,C16H24O2,293.17607,4.124
/resources/tools/chemdb_ontology?abbrev=FA 16:4,LMFA01030278,"2E,6Z,8Z,12Z-hexadecatetraenoic acid","2E,6Z,8Z,12Z-hexadecatetraenoic acid",Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],248.18,C16H24O2,293.17607,4.124
/resources/tools/chemdb_ontology?abbrev=FA 16:4,LMFA01031073,"2Z,5Z,8Z,11Z-Hexadecatetraenoic acid","2Z,5Z,8Z,11Z-Hexadecatetraenoic acid",Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],248.18,C16H24O2,293.17607,4.124
/resources/tools/chemdb_ontology?abbrev=FA 16:4,LMFA01030279,"2Z,6Z,8Z,12E-hexadecatetraenoic acid","2Z,6Z,8Z,12E-hexadecatetraenoic acid",Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],248.18,C16H24O2,293.17607,4.124
/resources/tools/chemdb_ontology?abbrev=FA 16:4,LMFA01030280,"2Z,6Z,8Z,12Z-hexadecatetraenoic acid","2Z,6Z,8Z,12Z-hexadecatetraenoic acid",Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],248.18,C16H24O2,293.17607,4.124
/resources/tools/chemdb_ontology?abbrev=FA 16:4,LMFA01030491,"3,9-hexadecadiynoic acid","3,9-hexadecadiynoic acid",Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],248.18,C16H24O2,293.17607,4.124
/resources/tools/chemdb_ontology?abbrev=FA 16:4,LMFA01030164,"4,7,11,14-hexadecatetraenoic acid","4,7,11,14-hexadecatetraenoic acid",Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],248.18,C16H24O2,293.17607,4.124
/resources/tools/chemdb_ontology?abbrev=FA 16:4,LMFA01030165,"4,8,12,15-hexadecatetraenoic acid","4E,8E,12E,15-hexadecatetraenoic acid",Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],248.18,C16H24O2,293.17607,4.124
/resources/tools/chemdb_ontology?abbrev=FA 16:4,LMFA01030492,"7,10-hexadecadiynoic acid","7,10-hexadecadiynoic acid",Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],248.18,C16H24O2,293.17607,4.124
/resources/tools/chemdb_ontology?abbrev=FA 16:4,LMFA01030493,"8,10-hexadecadiynoic acid","8,10-hexadecadiynoic acid",Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],248.18,C16H24O2,293.17607,4.124
/resources/tools/chemdb_ontology?abbrev=FA 16:4,LMFA01140010,4-[3]-ladderane-butanoic acid,4-[3]-ladderane-butanoic acid,Fatty Acids and Conjugates [FA01],Carbocyclic fatty acids [FA0114],248.18,C16H24O2,293.17607,4.124
/resources/tools/chemdb_ontology?abbrev=SFE 16:4,LMFA07010982,Octyl phenylacetate,octyl 2-phenylacetate,Fatty esters [FA07],Short fatty esters [FA0710],248.18,C16H24O2,293.17607,4.124
/resources/tools/chemdb_ontology?abbrev=FA 18:1;O,LMFA01031132,10(R)-hydroxy-8Z-octadeceneic acid,10(R)-hydroxyoctadec-8Z-enoic acid,Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],298.25,C18H34O3,333.22053,5.922
/resources/tools/chemdb_ontology?abbrev=FA 18:1;O,LMFA01031133,10(S)-hydroxy-8E-octadecenoic acid,10(S)-hydroxyoctadec-8E-enoic acid,Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],298.25,C18H34O3,333.22053,5.922
/resources/tools/chemdb_ontology?abbrev=FA 18:1;O,LMFA01050560,10-hydroxy-11E-octadecenoic acid,10-hydroxy-11E-octadecenoic acid,Fatty Acids and Conjugates [FA01],Hydroxy fatty acids [FA0105],298.25,C18H34O3,333.22053,5.922
/resources/tools/chemdb_ontology?abbrev=FA 18:1;O,LMFA01050540,2-Hydroxyoleic acid,2-Hydroxy-9Z-octadecenoic acid,Fatty Acids and Conjugates [FA01],Hydroxy fatty acids [FA0105],298.25,C18H34O3,333.22053,5.922
/resources/tools/chemdb_ontology?abbrev=FA 18:1;O,LMFA01050421,3-hydroxy-vaccenic acid,3-hydroxy-11Z-octadecenoic acid,Fatty Acids and Conjugates [FA01],Hydroxy fatty acids [FA0105],298.25,C18H34O3,333.22053,5.922
/resources/tools/chemdb_ontology?abbrev=FA 18:1;O,LMFA01140097,"11-cycloheptyl,2R-hydroxyundecanoic acid","11-cycloheptyl,2R-hydroxyundecanoic acid",Fatty Acids and Conjugates [FA01],Carbocyclic fatty acids [FA0114],298.25,C18H34O3,333.22053,5.922
/resources/tools/chemdb_ontology?abbrev=FA 18:1;O,LMFA02000209,10-HOME(8),10-hydroxy-8-octadecenoic acid,Octadecanoids [FA02],Other Octadecanoids [FA0200],298.25,C18H34O3,333.22053,5.922
/resources/tools/chemdb_ontology?abbrev=FA 18:1;O,LMFA02000346,10-hydroxy-12E-octadecenoic acid,10-hydroxy-12E-octadecenoic acid,Octadecanoids [FA02],Other Octadecanoids [FA0200],298.25,C18H34O3,333.22053,5.922
/resources/tools/chemdb_ontology?abbrev=FA 18:1;O,LMFA02000345,10-hydroxy-12Z-octadecenoic acid,10-hydroxy-12Z-octadecenoic acid,Octadecanoids [FA02],Other Octadecanoids [FA0200],298.25,C18H34O3,333.22053,5.922
/resources/tools/chemdb_ontology?abbrev=FA 18:1;O,LMFA02000246,10-keto stearic acid,10-oxo-octadecanoic acid,Octadecanoids [FA02],Other Octadecanoids [FA0200],298.25,C18H34O3,333.22053,5.922
/resources/tools/chemdb_ontology?abbrev=FA 18:1;O,LMFA02000083,10R-HOME(11Z),10R-hydroxy11Z-octadecenoic acid,Octadecanoids [FA02],Other Octadecanoids [FA0200],298.25,C18H34O3,333.22053,5.922
/resources/tools/chemdb_ontology?abbrev=FA 18:1;O,LMFA02000210,10R-HOME(8E),10R-hydroxy-8E-octadecenoic acid,Octadecanoids [FA02],Other Octadecanoids [FA0200],298.25,C18H34O3,333.22053,5.922
/resources/tools/chemdb_ontology?abbrev=FA 18:1;O,LMFA02000084,10S-HOME(11Z),10S-hydroxy11Z-octadecenoic acid,Octadecanoids [FA02],Other Octadecanoids [FA0200],298.25,C18H34O3,333.22053,5.922
/resources/tools/chemdb_ontology?abbrev=FA 18:1;O,LMFA02000211,11-HOME(9),11-hydroxy-9-octadecenoic acid,Octadecanoids [FA02],Other Octadecanoids [FA0200],298.25,C18H34O3,333.22053,5.922
/resources/tools/chemdb_ontology?abbrev=FA 18:1;O,LMFA02000372,11-hydroxy-12E-octadecenoic acid,11-hydroxy-12E-octadecenoic acid,Octadecanoids [FA02],Other Octadecanoids [FA0200],298.25,C18H34O3,333.22053,5.922
/resources/tools/chemdb_ontology?abbrev=FA 18:1;O,LMFA02000255,11-oxo-octadecanoic acid,11-oxo-octadecanoic acid,Octadecanoids [FA02],Other Octadecanoids [FA0200],298.25,C18H34O3,333.22053,5.922
/resources/tools/chemdb_ontology?abbrev=FA 18:1;O,LMFA02000095,11R-HOME(12E),11R-hydroxy12E-octadecenoic acid,Octadecanoids [FA02],Other Octadecanoids [FA0200],298.25,C18H34O3,333.22053,5.922
/resources/tools/chemdb_ontology?abbrev=FA 18:1;O,LMFA02000087,11R-HOME(12Z),11R-hydroxy12Z-octadecenoic acid,Octadecanoids [FA02],Other Octadecanoids [FA0200],298.25,C18H34O3,333.22053,5.922
/resources/tools/chemdb_ontology?abbrev=FA 18:1;O,LMFA02000096,11S-HOME(12E),11S-hydroxy12E-octadecenoic acid,Octadecanoids [FA02],Other Octadecanoids [FA0200],298.25,C18H34O3,333.22053,5.922
/resources/tools/chemdb_ontology?abbrev=FA 18:1;O,LMFA02000088,11S-HOME(12Z),11S-hydroxy12Z-octadecenoic acid,Octadecanoids [FA02],Other Octadecanoids [FA0200],298.25,C18H34O3,333.22053,5.922
/resources/tools/chemdb_ontology?abbrev=FA 18:1;O,LMFA02000177,12-HOME(10E),12-hydroxy-10E-octadecenoic acid,Octadecanoids [FA02],Other Octadecanoids [FA0200],298.25,C18H34O3,333.22053,5.922
/resources/tools/chemdb_ontology?abbrev=FA 18:1;O,LMFA02000089,12R-HOME(10E),12R-hydroxy10E-octadecenoic acid,Octadecanoids [FA02],Other Octadecanoids [FA0200],298.25,C18H34O3,333.22053,5.922
/resources/tools/chemdb_ontology?abbrev=FA 18:1;O,LMFA02000091,12R-HOME(13E),12R-hydroxy13E-octadecenoic acid,Octadecanoids [FA02],Other Octadecanoids [FA0200],298.25,C18H34O3,333.22053,5.922
/resources/tools/chemdb_ontology?abbrev=FA 18:1;O,LMFA02000085,12R-HOME(13Z),12R-hydroxy13Z-octadecenoic acid,Octadecanoids [FA02],Other Octadecanoids [FA0200],298.25,C18H34O3,333.22053,5.922
/resources/tools/chemdb_ontology?abbrev=FA 18:1;O,LMFA02000212,12R-HOME(9E),12R-hydroxy-9E-octadecenoic acid,Octadecanoids [FA02],Other Octadecanoids [FA0200],298.25,C18H34O3,333.22053,5.922
/resources/tools/chemdb_ontology?abbrev=FA 18:1;O,LMFA02000090,12S-HOME(10E),12S-hydroxy10E-octadecenoic acid,Octadecanoids [FA02],Other Octadecanoids [FA0200],298.25,C18H34O3,333.22053,5.922
/resources/tools/chemdb_ontology?abbrev=FA 18:1;O,LMFA02000092,12S-HOME(13E),12S-hydroxy13E-octadecenoic acid,Octadecanoids [FA02],Other Octadecanoids [FA0200],298.25,C18H34O3,333.22053,5.922
/resources/tools/chemdb_ontology?abbrev=FA 18:1;O,LMFA02000086,12S-HOME(13Z),12S-hydroxy13Z-octadecenoic acid,Octadecanoids [FA02],Other Octadecanoids [FA0200],298.25,C18H34O3,333.22053,5.922
/resources/tools/chemdb_ontology?abbrev=FA 18:1;O,LMFA02000213,12S-HOME(9E),12S-hydroxy-9E-octadecenoic acid,Octadecanoids [FA02],Other Octadecanoids [FA0200],298.25,C18H34O3,333.22053,5.922
/resources/tools/chemdb_ontology?abbrev=FA 18:1;O,LMFA02000214,12S-HOME(9Z),12S-hydroxy-9Z-octadecenoic acid,Octadecanoids [FA02],Other Octadecanoids [FA0200],298.25,C18H34O3,333.22053,5.922
/resources/tools/chemdb_ontology?abbrev=FA 18:1;O,LMFA02000098,13-HpOME(14E),13-hydroperoxy-14E-octadecenoic acid,Octadecanoids [FA02],Other Octadecanoids [FA0200],298.25,C18H34O3,333.22053,5.922
/resources/tools/chemdb_ontology?abbrev=FA 18:1;O,LMFA02000257,13-oxo-octadecanoic acid,13-oxo-octadecanoic acid,Octadecanoids [FA02],Other Octadecanoids [FA0200],298.25,C18H34O3,333.22053,5.922
/resources/tools/chemdb_ontology?abbrev=FA 18:1;O,LMFA02000093,13R-HOME(11E),13R-hydroxy11E-octadecenoic acid,Octadecanoids [FA02],Other Octadecanoids [FA0200],298.25,C18H34O3,333.22053,5.922
/resources/tools/chemdb_ontology?abbrev=FA 18:1;O,LMFA02000094,13S-HOME(11E),13S-hydroxy11E-octadecenoic acid,Octadecanoids [FA02],Other Octadecanoids [FA0200],298.25,C18H34O3,333.22053,5.922
/resources/tools/chemdb_ontology?abbrev=FA 18:1;O,LMFA02000412,13S-HOME(9Z),13S-hydroxy-9Z-octadecenoic acid,Octadecanoids [FA02],Other Octadecanoids [FA0200],298.25,C18H34O3,333.22053,5.922
/resources/tools/chemdb_ontology?abbrev=FA 18:1;O,LMFA02000258,14-oxo-octadecanoic acid,14-oxo-octadecanoic acid,Octadecanoids [FA02],Other Octadecanoids [FA0200],298.25,C18H34O3,333.22053,5.922
/resources/tools/chemdb_ontology?abbrev=FA 18:1;O,LMFA02000450,15(Z)-10-HOME,10-hydroxyoctadec-15Z-enoic acid,Octadecanoids [FA02],Other Octadecanoids [FA0200],298.25,C18H34O3,333.22053,5.922
/resources/tools/chemdb_ontology?abbrev=FA 18:1;O,LMFA02000259,15-oxo-octadecanoic acid,15-oxo-octadecanoic acid,Octadecanoids [FA02],Other Octadecanoids [FA0200],298.25,C18H34O3,333.22053,5.922
/resources/tools/chemdb_ontology?abbrev=FA 18:1;O,LMFA02000253,16-methyl-10-oxo-heptadecanoic acid,16-methyl-10-oxo-heptadecanoic acid,Octadecanoids [FA02],Other Octadecanoids [FA0200],298.25,C18H34O3,333.22053,5.922
/resources/tools/chemdb_ontology?abbrev=FA 18:1;O,LMFA02000260,16-oxo-octadecanoic acid,16-oxo-octadecanoic acid,Octadecanoids [FA02],Other Octadecanoids [FA0200],298.25,C18H34O3,333.22053,5.922
/resources/tools/chemdb_ontology?abbrev=FA 18:1;O,LMFA02000180,17-HOME(9Z),17-hydroxy-9Z-octadecenoic acid,Octadecanoids [FA02],Other Octadecanoids [FA0200],298.25,C18H34O3,333.22053,5.922
/resources/tools/chemdb_ontology?abbrev=FA 18:1;O,LMFA02000261,17-oxo-octadecanoic acid,17-oxo-octadecanoic acid,Octadecanoids [FA02],Other Octadecanoids [FA0200],298.25,C18H34O3,333.22053,5.922
/resources/tools/chemdb_ontology?abbrev=FA 18:1;O,LMFA02000181,18-HOME(9Z),18-hydroxy-9Z-octadecenoic acid,Octadecanoids [FA02],Other Octadecanoids [FA0200],298.25,C18H34O3,333.22053,5.922
/resources/tools/chemdb_ontology?abbrev=FA 18:1;O,LMFA02000254,2-methyl-4-oxo-heptadecanoic acid,2-methyl-4-oxo-heptadecanoic acid,Octadecanoids [FA02],Other Octadecanoids [FA0200],298.25,C18H34O3,333.22053,5.922
/resources/tools/chemdb_ontology?abbrev=FA 18:1;O,LMFA02000262,2-oxo-octadecanoic acid,2-oxo-octadecanoic acid,Octadecanoids [FA02],Other Octadecanoids [FA0200],298.25,C18H34O3,333.22053,5.922
